Price,Adj Close,Close,High,Low,Open,Volume
Ticker,^SET.BK,^SET.BK,^SET.BK,^SET.BK,^SET.BK,^SET.BK
Date,,,,,,
2018-02-08,1786.6600341796875,1786.6600341796875,1796.0699462890625,1781.1800537109375,1787.239990234375,9393200
2018-02-09,1786.449951171875,1786.449951171875,1788.010009765625,1766.8199462890625,1767.31005859375,11577800
2018-02-12,1799.449951171875,1799.449951171875,1799.449951171875,1786.25,1790.0,9112200
2018-02-13,1800.030029296875,1800.030029296875,1806.1099853515625,1797.2900390625,1804.6400146484375,9704800
2018-02-14,1792.0899658203125,1792.0899658203125,1806.780029296875,1792.0,1805.6800537109375,9839800
2018-02-15,1800.8599853515625,1800.8599853515625,1801.949951171875,1790.800048828125,1799.68994140625,8694600
2018-02-16,1805.8900146484375,1805.8900146484375,1809.75,1802.3900146484375,1804.5999755859375,6893800
2018-02-19,1809.6700439453125,1809.6700439453125,1819.3599853515625,1809.1400146484375,1812.3599853515625,9526400
2018-02-20,1801.02001953125,1801.02001953125,1815.3299560546875,1801.02001953125,1811.1600341796875,8519900
2018-02-21,1801.1600341796875,1801.1600341796875,1814.8299560546875,1797.7900390625,1812.489990234375,12099500
2018-02-22,1788.6300048828125,1788.6300048828125,1808.5799560546875,1787.699951171875,1801.0799560546875,16028200
2018-02-23,1808.06005859375,1808.06005859375,1809.300048828125,1790.280029296875,1792.8299560546875,19007100
2018-02-26,1834.1800537109375,1834.1800537109375,1834.2099609375,1809.3299560546875,1811.5400390625,11054900
2018-02-27,1830.3900146484375,1830.3900146484375,1852.510009765625,1830.030029296875,1842.9200439453125,15918200
2018-02-28,1830.1300048828125,1830.1300048828125,1840.06005859375,1825.6700439453125,1828.6199951171875,12069700
2018-03-02,1811.97998046875,1811.97998046875,1825.6300048828125,1806.8399658203125,1821.1700439453125,10595800
2018-03-05,1808.8900146484375,1808.8900146484375,1817.0799560546875,1792.1400146484375,1812.27001953125,13921600
2018-03-06,1799.06005859375,1799.06005859375,1817.9300537109375,1795.3399658203125,1812.27001953125,13784700
2018-03-07,1781.6400146484375,1781.6400146484375,1798.1300048828125,1780.1199951171875,1797.0400390625,14634100
2018-03-08,1778.9000244140625,1778.9000244140625,1794.1800537109375,1772.7900390625,1785.43994140625,12928100
2018-03-09,1775.3699951171875,1775.3699951171875,1786.4300537109375,1761.6300048828125,1784.8800048828125,13753100
2018-03-12,1800.3199462890625,1800.3199462890625,1800.3299560546875,1784.3900146484375,1789.1600341796875,11134000
2018-03-13,1809.9000244140625,1809.9000244140625,1809.9000244140625,1793.780029296875,1797.800048828125,14744500
2018-03-14,1813.4000244140625,1813.4000244140625,1817.3599853515625,1803.5999755859375,1805.219970703125,14923100
2018-03-15,1816.0799560546875,1816.0799560546875,1820.510009765625,1809.93994140625,1815.1199951171875,12414100
2018-03-16,1811.760009765625,1811.760009765625,1818.530029296875,1809.4100341796875,1813.0,11820600
2018-03-19,1799.7900390625,1799.7900390625,1812.93994140625,1797.5799560546875,1812.3299560546875,10514600
2018-03-20,1799.8399658203125,1799.8399658203125,1803.8399658203125,1793.0899658203125,1793.6199951171875,9553700
2018-03-21,1801.4300537109375,1801.4300537109375,1808.8499755859375,1796.3499755859375,1806.9200439453125,9943200
2018-03-22,1798.550048828125,1798.550048828125,1813.6400146484375,1796.75,1809.0,10247600
2018-03-23,1794.2099609375,1794.2099609375,1794.2099609375,1779.72998046875,1780.8800048828125,10877200
